id,mass (g),reclat,reclong
6925.0,3170.0,18.33583,54.512
35490.0,315.5,19.195,54.59593
35491.0,42.03,19.19135,54.65545
44711.0,8.94,19.0823,54.77837
35492.0,93.05,19.14362,54.8831
35493.0,67.48,19.20305,54.78495
35494.0,11.53,19.07152,54.77338
35495.0,42.46,19.15545,54.71392
44712.0,27.64,19.06712,54.77877
35496.0,81.93,19.1422,54.88057
35497.0,128.96,19.14145,54.8788
6926.0,160.0,18.3575,54.3535
35498.0,30.45,19.15895,54.70497
35499.0,12.09,19.07285,54.77768
35500.0,38.13,19.11375,54.82245
35501.0,40.2,19.14068,54.67448
35502.0,45.59,19.19477,54.65712
35503.0,61.4,19.18973,54.6518
35504.0,49.74,19.1112,54.61523
35505.0,5.52,19.10735,54.61293
35506.0,78.44,19.13882,54.87985
35507.0,47.14,19.1382,54.67448
6927.0,1835.0,18.38233,54.23617
35508.0,81.81,19.15535,54.71392
35509.0,110.8,19.15725,54.71652
35510.0,35.22,19.19607,54.88028
35511.0,53.58,19.19707,54.6703
35512.0,53.39,19.19335,54.66395
35513.0,106.63,19.20077,54.78503
35514.0,42850.0,19.173,54.70407
35515.0,12.92,19.11285,54.81877
35415.0,213.0,18.89067,54.33933
45833.0,89.0,18.53778,54.18778
6928.0,1785.0,18.412,54.16783
45834.0,134.0,18.56944,54.24
45835.0,189.0,18.58833,54.21806
45836.0,76.0,19.28583,54.7375
45837.0,44790.0,18.43333,54.1
48539.0,42.0,18.35675,54.02592
51593.0,11.7,18.24862,54.00363
45838.0,24.2,18.42333,54.42333
48540.0,324.0,18.92667,54.56667
48541.0,54.0,19.16667,54.67333
47354.0,5132.0,18.58333,54.455
6929.0,630.0,18.41533,54.18233
48542.0,30.0,18.33833,54.205
48543.0,267.8,18.436,54.48383
48544.0,106.5,19.29167,54.57333
48545.0,36.7,18.41667,54.425
51594.0,442.0,19.43697,54.70665
51595.0,198.9,19.4514,54.6524
51596.0,49.4,18.61667,54.18333
51597.0,3110.0,19.35,54.8
51710.0,1959.0,19.23,54.88
6930.0,666.0,18.404,54.2415
51598.0,5.4,19.26397,54.72362
51599.0,570.0,19.21303,54.62077
51600.0,163.0,19.01602,54.36783
51711.0,402.4,18.99865,54.39382
51601.0,488.9,18.97655,54.40382
51602.0,90.2,18.98797,54.41825
51603.0,11.4,18.99842,54.41623
51604.0,428.0,18.99225,54.41775
51605.0,50.4,19.01882,54.37352
6931.0,8795.0,18.34367,54.41567
51606.0,40.5,19.0182,54.3723
53785.0,44.7,19.01935,54.36903
55271.0,400.8,18.34955,54.25013
51712.0,23.6,18.45278,54.16155
51607.0,68.5,18.5689,54.16808
51608.0,236.6,18.56905,54.17113
51609.0,268.0,18.57128,54.17105
51610.0,1305.1,18.56615,54.15795
51611.0,65.6,18.56615,54.15795
51612.0,110.0,18.56177,54.17217
6932.0,200.0,18.43583,54.2355
51613.0,51.6,18.56672,54.16967
51614.0,760.0,18.56668,54.16038
51615.0,1064.1,18.57433,54.14937
51713.0,131.2,18.60507,54.16885
53786.0,388.7,18.61057,54.17155
51616.0,1039.2,18.6031,54.17775
55720.0,28.9,18.98865,54.40313
48956.0,132.0,18.2025,54.05167
6933.0,5432.0,18.32167,54.481
48963.0,57.7,19.16612,54.67243
48964.0,27.6,19.16563,54.66998
48965.0,2.5,19.16617,54.6703
48966.0,4.1,19.16797,54.6722
48967.0,79.4,19.16693,54.67182
48968.0,4.8,19.16525,54.67247
48969.0,12.2,19.16813,54.67157
48970.0,15.7,19.16593,54.67237
48971.0,3.9,19.16833,54.67155
48972.0,25.7,19.16168,54.67452
6934.0,216.0,18.3165,54.31933
51053.0,309.0,18.79783,54.40437
51591.0,256.0,18.74325,54.3769
51565.0,510.0,18.77583,54.45433
51054.0,14000.0,18.67378,54.45017
51055.0,1400.0,18.68517,54.44203
51056.0,2300.0,18.66703,54.43487
51572.0,1000.0,18.68712,54.42
51566.0,1856.0,18.73168,54.39702
53787.0,54.8,19.25712,54.8987
53788.0,68.3,19.25742,54.85812
6935.0,356.0,19.24633,54.70667
53789.0,2448.0,19.18258,54.5945
53790.0,10.6,18.80522,54.35308
53791.0,17.0,18.8005,54.35133
53792.0,16.9,18.72345,54.3155
53793.0,208.2,18.2238,54.2463
53794.0,222.2,18.15897,54.26892
53795.0,362.2,18.1603,54.17717
53796.0,2400.0,18.68038,54.14722
53797.0,1645.0,18.6213,54.43642
53798.0,48.7,18.62372,54.28792
6936.0,79.0,19.10117,54.828
53799.0,118.7,18.6345,54.27192
53800.0,17973.0,18.63988,54.248
51558.0,3782.0,19.33766,54.53293
53878.0,1749.0,18.33861,54.38944
52389.0,1450.0,18.52533,54.61717
52390.0,1134.0,18.40867,54.59533
52391.0,1064.0,18.92633,54.41283
52392.0,450.0,18.732,54.3845
53879.0,388.0,18.46117,54.36633
6937.0,554.0,19.11083,54.81017
52393.0,1490.0,18.6845,54.53967
52394.0,1940.0,18.40167,54.54717
52395.0,625.0,18.67133,54.68167
54476.0,234.0,18.35167,54.24056
52397.0,4652.0,18.51133,54.60783
52398.0,6476.0,18.77633,54.39633
50913.0,71.1,19.56755,54.95415
54875.0,42.6,19.3895,54.467
54876.0,213.2,18.46883,54.17483
53880.0,175.0,18.205,54.29783
6938.0,1025.0,19.11067,54.81633
52399.0,2118.0,18.21917,54.31533
52400.0,2100.0,18.21917,54.31533
52401.0,487.0,19.0095,54.50217
52402.0,341.0,18.35117,54.532
52403.0,3045.0,18.18467,54.58917
52415.0,2008.0,18.515,54.1055
52404.0,176.0,19.2195,54.92133
52405.0,48.0,18.52867,54.642
53881.0,231.0,18.87717,54.3675
52406.0,1614.0,18.26667,54.425
6939.0,1045.0,19.1175,54.82683
53882.0,2481.0,18.63867,54.72383
54613.0,398.0,18.6275,54.7425
52416.0,500.0,18.17417,54.28133
52417.0,1734.0,18.222,54.31783
52418.0,2808.0,18.36367,54.56533
52407.0,1013.0,18.5745,54.59033
52419.0,119.0,18.5345,54.64
52420.0,380.0,18.585,54.28
52421.0,4070.0,18.647,54.1755
53883.0,67.0,18.43033,54.23717
6940.0,552.0,19.1275,54.77533
52422.0,624.0,18.59083,54.543
52408.0,451.0,18.63333,54.3475
54614.0,454.0,18.7645,54.32217
52424.0,1006.0,18.85033,54.3845
52425.0,3954.0,18.66667,54.15083
52411.0,605.0,18.64717,54.52833
52426.0,1722.0,18.72883,54.57717
52428.0,432.0,18.4605,54.658
53884.0,11400.0,18.39317,54.66433
6941.0,1780.0,19.1465,54.64783
51567.0,7550.0,18.926,54.39888
51568.0,70.0,18.45428,54.43658
51569.0,26.0,18.69617,54.37
51570.0,43000.0,18.2735,54.21367
51571.0,605.0,18.24233,54.1065
52433.0,341.0,18.96217,54.18967
52434.0,1460.0,18.88333,54.68383
52435.0,345.0,18.64867,54.43083
6942.0,5300.0,19.08833,54.79267
52436.0,948.0,18.68783,54.41217
53885.0,154.0,18.45333,54.16667
51863.0,2800.0,18.53333,54.13333
51864.0,7700.0,18.51667,54.23333
52010.0,530.0,19.2872,54.63597
52011.0,231.1,19.55387,54.03053
52051.0,314.3,19.29528,54.89278
6943.0,69.7,19.37306,54.7625
52586.0,1503.0,18.56783,54.42683
52587.0,488.0,18.48683,54.35033
52588.0,276.0,19.3695,54.53817
52589.0,510.0,18.49767,54.33017
52590.0,194.0,18.42083,54.428
52591.0,256.0,18.78383,54.42017
52592.0,78.0,19.17017,54.56867
52593.0,36.0,19.05767,54.54567
52594.0,1224.0,18.99317,54.27933
52595.0,360.0,18.67267,54.42917
6944.0,315.1,19.26444,54.81861
52596.0,996.0,18.95167,54.28117
52597.0,556.0,18.76433,54.387
52598.0,274.0,18.918,54.35383
52599.0,1254.0,18.93583,54.3195
52600.0,176.0,18.9895,54.43417
52601.0,130.0,19.323,54.53717
52602.0,110.0,18.32117,54.1995
52603.0,4558.0,18.96133,54.3685
52618.0,766.0,18.55933,54.49467
52621.0,240.0,18.88133,54.39867
6945.0,653.8,19.25889,54.83833
52623.0,1166.0,19.185,54.631
6946.0,2506.1,19.27139,54.84722
52634.0,1124.0,19.13333,54.65267
52637.0,124.0,18.58333,54.13333
52780.0,8.6,18.69542,54.47425
52781.0,12.5,18.72858,54.53281
52784.0,129.8,19.35514,54.86961
52887.0,6.18,18.67458,54.43995
6947.0,1967.0,19.12944,54.36861
55722.0,890.0,18.4517,54.20653
54597.0,621.0,18.16358,54.27542
54598.0,308.6,18.66975,54.21358
54491.0,223.0,18.3115,54.12833
54672.0,86.1,19.01075,54.53743
54838.0,2.51,18.46,54.058
6948.0,208.0,19.14611,54.40111
55278.0,1357.0,18.69667,54.37167
55279.0,3770.0,18.712,54.40033
55280.0,110.0,18.57083,54.449
55281.0,88.0,19.1425,54.76917
55282.0,46.0,18.82583,54.4295
55283.0,330.0,18.94267,54.319
55284.0,1078.0,18.4015,54.32383
55285.0,44.0,18.9665,54.28167
55286.0,1248.0,18.40617,54.31367
55287.0,16.0,18.977,54.37467
6949.0,911.0,19.0275,54.68083
55288.0,144.0,18.92283,54.57283
56576.0,390.0,18.47203,54.1284
55398.0,1540.0,18.92618,54.7253
55519.0,122.2,19.28967,54.55092
55520.0,11.8,18.95108,54.51506
55521.0,48.5,18.91567,54.49519
55522.0,66.9,18.93672,54.476
55565.0,444.0,19.13703,54.82478
55566.0,262.0,19.17098,54.69008
55567.0,143.0,19.04562,54.58178
6950.0,92.0,19.055,54.57889
55568.0,930.0,19.05822,54.57192
55569.0,2170.0,18.99227,54.47117
55570.0,800.0,18.72397,54.5406
55571.0,2724.0,18.5979,54.45062
55572.0,50000.0,18.67877,54.2876
55573.0,1218.0,18.39778,54.49128
55574.0,420.0,18.3347,54.4026
55575.0,883.0,18.36015,54.39437
55576.0,3150.0,18.35967,54.40705
55577.0,3695.0,18.36002,54.40972
6951.0,97.0,19.0475,54.59194
55578.0,256.0,18.88617,54.46905
55579.0,63.0,18.9914,54.68027
55580.0,545.0,19.1052,54.80602
55581.0,422.0,19.13905,54.87353
55582.0,2266.0,19.179,54.93267
56380.0,3687.0,19.17277,54.92233
56381.0,1300.0,19.18085,54.9247
55603.0,6.1,18.322,54.148
55753.0,3.3,18.425,54.158
6952.0,3636.0,19.05889,54.615
56096.0,590.1,18.53958,54.57358
56105.0,40.8,18.86958,54.22956
56097.0,7.49,18.73244,54.37936
56106.0,15.1,18.71122,54.160306
56164.0,49.2,18.317,54.202
56312.0,168.0,18.259,54.02947
56182.0,13.23,19.43382,54.69043
56183.0,4388.0,19.36518,54.51565
56184.0,13.02,19.36222,54.51893
56185.0,184.3,19.37243,54.52335
6953.0,1452.0,19.04056,54.58167
56186.0,29.2,19.26465,54.49753
56187.0,153.0,19.2701,54.49733
56188.0,9.22,19.6457,54.24753
56189.0,318.6,19.65395,54.2377
56190.0,199.9,19.61972,54.14843
56191.0,769.3,19.61977,54.14807
56192.0,188.6,19.55838,54.12582
56193.0,394.6,18.0901,54.08788
56194.0,52.5,18.18535,54.269
56195.0,22.3,18.188,54.2698
6954.0,243.1,19.05139,54.56194
56196.0,700.5,18.20358,54.29502
56197.0,105.5,18.21135,54.2995
56198.0,1568.0,18.38863,54.5411
56199.0,1049.0,18.46253,54.65335
56319.0,740.0,19.10978,54.81697
56320.0,326.0,19.09578,54.80188
56321.0,936.0,19.14333,54.65583
56322.0,387.0,19.06252,54.55953
56323.0,450.0,18.92783,54.60623
56324.0,172.0,18.94895,54.68008
6955.0,176.2,19.05389,54.56722
56325.0,39000.0,18.86622,54.67967
56326.0,984.0,18.52065,54.47985
56327.0,537.0,18.72892,54.37255
56328.0,193.0,19.11453,54.81357
56329.0,128.0,18.91455,54.47293
56330.0,319.0,19.03582,54.50745
56331.0,589.0,19.01508,54.57903
56332.0,463.0,18.87403,54.4807
56333.0,124.0,18.99178,54.59548
56334.0,800.0,18.61798,54.27775
56335.0,295.0,18.65073,54.69992
56336.0,240.0,18.29658,54.14983
56337.0,73.0,18.65147,54.69853
56338.0,562.0,18.98073,54.6486
56339.0,81.0,19.05502,54.54472
56340.0,1540.0,18.91025,54.63185
57431.0,211.0,19.08188,54.71472
56341.0,75.0,19.13873,54.66188
56342.0,461.0,18.97752,54.62923
6956.0,67.3,19.06278,54.55944
56343.0,168.0,19.12132,54.82375
56344.0,238.0,18.95435,54.6369
56345.0,25000.0,19.08188,54.71472
56346.0,536.0,18.98955,54.68367
56347.0,1768.0,19.30085,54.83333
57432.0,263.0,19.18687,54.8817
56423.0,1050.0,19.1823,54.88755
56354.0,453.0,19.13952,54.66558
56355.0,1140.0,18.9842,54.64507
56356.0,482.0,19.00318,54.611
6957.0,293.1,19.06278,54.56
56357.0,1763.0,18.49222,54.1814
56358.0,2222.0,18.57053,54.164
56359.0,782.0,19.11582,54.59603
57433.0,7700.0,19.15823,54.88668
6958.0,312.9,19.06389,54.56389
6959.0,173.0,19.0625,54.55222
56591.0,21.5,19.24528,54.46278
57138.0,580.0,19.393,54.55417
6960.0,312.0,19.06917,54.53472
6961.0,21.5,19.06667,54.5325
6962.0,233.9,19.09222,54.50389
6963.0,193.3,18.92056,54.61639
6964.0,271.5,18.92722,54.57972
6965.0,238.9,18.92972,54.57139
6966.0,255.1,18.93833,54.50133
6967.0,1606.3,18.84722,54.47306
6968.0,66.6,18.85639,54.47528
6969.0,516.2,18.87222,54.47861
6970.0,146.0,18.88306,54.46583
6971.0,3049.2,18.85972,54.47056
6972.0,234.0,18.21167,54.14833
6973.0,120.0,18.34167,54.195
6974.0,90.0,18.38833,54.295
6975.0,226.0,18.405,54.245
6976.0,4779.0,18.26167,54.24333
6977.0,582.0,18.68667,54.41833
6978.0,134.0,18.83667,54.27
6979.0,2384.0,18.26333,54.24667
6980.0,584.0,18.18333,54.145
6981.0,174.5,18.38833,54.26667
6982.0,828.0,18.71333,54.10833
6983.0,160.0,18.39333,54.16667
6984.0,1816.0,19.30333,54.59833
6985.0,139.0,18.39333,54.16667
6986.0,1178.1,19.41667,54.75667
6987.0,274.0,18.18333,54.12333
6988.0,41.4,19.41833,54.76333
6989.0,20.0,19.39333,54.78
6990.0,190.0,18.23833,54.135
6991.0,499.5,18.26333,54.06833
6992.0,12.0,18.80167,54.29
6993.0,111.0,18.49333,54.25167
6994.0,272.0,18.75833,54.42667
6995.0,255.0,18.25667,54.18167
6996.0,1456.0,18.86,54.83167
6997.0,256.0,18.525,54.11667
6998.0,11.0,19.04333,54.555
6999.0,86.0,18.535,54.32167
7000.0,70.0,18.59833,54.32167
7001.0,602.0,18.74667,54.565
7002.0,570.0,18.685,54.40667
7003.0,99.0,18.14,54.16167
7004.0,132.0,18.485,54.315
7005.0,3536.0,18.25167,54.19833
7006.0,5680.0,18.69333,54.37
7007.0,1708.0,18.26667,54.09667
7008.0,14974.0,19.15833,54.57333
7009.0,90.0,18.36,54.18833
7010.0,62.0,19.11167,54.82833
7011.0,50.0,18.99,54.6
7012.0,3452.0,19.15,54.58333
7013.0,716.0,19.05667,54.575
7014.0,144.0,18.99833,54.585
7015.0,1780.0,18.79167,54.57667
7016.0,128.0,18.435,54.105
7017.0,93.0,18.45,54.10333
7018.0,98.0,19.07,54.45667
7019.0,394.0,19.005,54.55
7020.0,320.0,19.02833,54.54833
7021.0,206.0,19.17667,54.625
7022.0,4950.0,18.4235,54.48
7023.0,82.6,19.148,54.77783
7024.0,451.8,18.65183,54.77383
7025.0,58.4,18.62717,54.75083
7026.0,185.3,18.62317,54.7285
7027.0,178.3,18.6305,54.73283
7028.0,1074.6,18.663,54.71183
7029.0,50.0,18.66933,54.728
7030.0,97.8,18.98567,54.60083
7031.0,38.3,18.98583,54.60067
7032.0,36.6,18.98667,54.60217
7033.0,585.7,19.1225,54.67333
7034.0,12.7,19.3015,54.735
7035.0,64.3,18.5985,54.03383
7036.0,413.0,18.62467,54.09667
7037.0,191.8,18.70317,54.28667
7038.0,11.3,18.745,54.38517
7039.0,1465.4,18.74583,54.38433
7040.0,2520.1,18.74667,54.38333
7041.0,110.2,18.70933,54.303
7042.0,48.6,18.78683,54.25167
7043.0,6574.4,18.7865,54.2505
7044.0,787.5,19.15383,54.71933
7045.0,291.8,18.27733,54.25533
7046.0,1698.1,18.34583,54.40067
7047.0,474.4,18.347,54.4155
7048.0,324.3,18.60283,54.45517
7049.0,85.6,18.75783,54.4365
7050.0,1910.0,18.32667,54.21833
7051.0,124.0,18.90167,54.56167
7052.0,2006.0,19.03833,54.515
7053.0,50.0,18.32833,54.15167
7054.0,1335.0,18.265,54.045
7055.0,2073.0,18.43833,54.11833
7056.0,2085.0,18.375,54.14833
7057.0,2475.0,18.06333,54.05
7058.0,353.0,19.15167,54.775
7059.0,7285.0,18.65,54.135
7060.0,1930.0,18.34833,54.33667
7061.0,1666.0,18.66833,54.66667
7062.0,1932.0,18.265,54.33833
7063.0,251.2,19.32667,54.78333
7064.0,4936.0,18.575,54.29833
7065.0,928.0,19.03333,54.62833
7066.0,1788.0,18.44,54.01833
7067.0,1337.0,18.46333,54.03
7068.0,216.0,18.43333,54.17
7069.0,1453.0,18.12667,54.115
7070.0,154.0,18.40333,54.14667
7071.0,996.0,18.49333,54.13333
7072.0,1180.0,18.33333,54.19333
7073.0,62.0,19.315,54.84333
7074.0,1164.0,18.24833,54.10333
7075.0,804.0,19.36833,54.68
7076.0,2366.0,19.10667,54.85833
7077.0,5988.0,18.61333,54.5
7078.0,48.0,19.20833,54.64
7079.0,1412.0,19.32833,54.7
7080.0,698.0,18.47167,54.15333
7081.0,677.0,18.17667,54.26333
7082.0,410.0,18.54667,54.31
7083.0,624.0,18.40333,54.14333
7084.0,9.0,18.40167,54.14833
7085.0,3.83,19.32667,54.785
7086.0,4.15,19.33,54.78333
7087.0,10.0,18.40333,54.15
7088.0,34.11,19.33,54.78333
7089.0,12.86,19.32833,54.785
7090.0,50.0,19.32833,54.78167
7091.0,2.0,18.40333,54.15
7092.0,81.3,19.32667,54.78833
7093.0,10.8,19.32833,54.785
7094.0,4.0,19.32667,54.78333
7095.0,354.0,18.98833,54.605
7096.0,200.0,18.45167,54.03167
7097.0,501.0,19.31833,54.73
7098.0,411.25,19.35333,54.825
7099.0,3215.0,19.155,54.78667
7100.0,2897.0,18.58833,54.01833
7101.0,522.0,18.18,54.175
7102.0,416.0,18.57,54.28667
7103.0,413.0,19.03833,54.61167
7104.0,594.0,18.34833,54.28667
7105.0,658.0,18.33667,54.22167
7106.0,688.0,18.21833,54.10667
7107.0,448.0,18.90333,54.57833
7108.0,584.0,18.48167,54.135
7109.0,618.0,19.03333,54.515
7110.0,421.0,18.38833,54.13333
7111.0,536.0,18.98,54.405
7112.0,475.0,18.91833,54.57833
7113.0,156.0,19.38167,54.59333
7114.0,946.0,18.14167,54.08667
7115.0,794.0,18.26833,54.12167
7116.0,410.0,18.375,54.13833
7117.0,973.0,19.05667,54.69833
7118.0,555.0,18.97333,54.68833
7119.0,468.0,18.755,54.58
7120.0,580.0,18.72667,54.675
7121.0,1140.0,18.76167,54.70333
7122.0,94.0,18.64,54.56
7123.0,236.0,18.88833,54.75667
7124.0,116.0,19.32833,54.705
7125.0,58.0,18.32833,54.035
7126.0,62.0,18.345,54.19667
7127.0,76.0,18.44333,54.21667
7128.0,31.0,19.11667,54.80833
7129.0,1345.0,18.915,54.6
7130.0,62.0,18.57333,54.45667
7131.0,419.0,18.48333,54.325
7132.0,412.0,18.455,54.28
7133.0,112.0,18.82167,54.22667
7134.0,258.0,19.23902,54.82563
7135.0,207.0,18.67437,54.5418
7136.0,666.0,18.6676,54.60492
7137.0,810.0,18.65917,54.7296
7138.0,641.0,18.63775,54.73005
7139.0,1372.0,18.63768,54.73132
7140.0,308.0,18.63538,54.73105
7141.0,185.0,18.61157,54.7342
7142.0,569.0,18.43085,54.45638
7143.0,15300.0,19.04002,54.78383
7144.0,1715.0,19.03272,54.85748
7145.0,615.0,19.03452,54.84602
7146.0,307.0,19.09132,54.79465
7147.0,4623.0,19.09138,54.79483
7148.0,450.0,18.99968,54.91148
7149.0,147.0,19.05773,54.82513
7150.0,105.3,19.07348,54.80533
7151.0,269.0,19.07905,54.79395
7152.0,336.0,19.07828,54.78712
7153.0,852.0,18.54798,54.67692
7154.0,246.0,18.65233,54.73462
7155.0,383.0,18.65212,54.74558
7156.0,424.0,18.70182,54.79228
7157.0,6933.0,19.03822,54.79423
7158.0,370.0,19.09187,54.79595
7159.0,92.6,19.12063,54.82343
7160.0,15.0,18.15833,54.11333
7161.0,25000.0,19.0084,54.76913
7162.0,111.0,19.10745,54.80967
7163.0,680.0,19.10633,54.81735
7164.0,151.0,19.10633,54.81733
7165.0,139.0,19.1073,54.81752
7166.0,49.0,19.10677,54.82085
7167.0,480.0,19.11203,54.8059
7168.0,138.0,19.10322,54.79433
7169.0,491.0,19.10593,54.81028
7170.0,126.0,19.10895,54.81452
7171.0,160.0,19.10847,54.79945
7172.0,54.0,19.13353,54.80995
7173.0,284.0,19.10742,54.8195
7174.0,131.0,19.13333,54.81827
7175.0,5000.0,19.13922,54.83312
7176.0,1057.0,19.03612,54.88805
7177.0,1168.0,19.03642,54.88535
7178.0,1033.0,19.03585,54.88523
7179.0,1176.0,19.0388,54.88197
7180.0,574.0,19.0949,54.80253
7181.0,283.0,18.2209,54.70118
7182.0,492.0,19.28818,54.5391
7183.0,1304.0,19.30018,54.5332
7184.0,140.0,19.30017,54.53572
7185.0,409.0,19.29363,54.53803
7186.0,594.0,19.30042,54.53087
7187.0,8000.0,19.3023,54.53087
7188.0,403.0,19.28503,54.53413
7189.0,2355.0,18.6874,54.12648
7190.0,162.0,18.70388,54.20318
7191.0,620.0,18.74142,54.1933
7192.0,478.0,18.8213,54.34747
7193.0,5156.0,18.77153,54.24288
7194.0,281.0,18.76427,54.23325
7195.0,161.0,18.76392,54.23132
7196.0,958.0,18.81485,54.4282
7197.0,68.0,18.76272,54.27838
7198.0,966.0,18.76272,54.27838
7199.0,337.0,18.77178,54.22735
7200.0,90.0,18.61625,54.73523
7201.0,362.0,18.6169,54.73017
7202.0,67.0,18.618,54.72692
7203.0,248.0,18.62705,54.70933
7204.0,196.0,18.70828,54.57485
7205.0,526.0,18.7899,54.48852
7206.0,189.0,18.80872,54.50495
7207.0,182.0,18.90343,54.639
7208.0,446.0,18.78095,54.7802
7209.0,986.0,18.6203,54.64283
7210.0,615.0,18.63618,54.52935
7211.0,169.0,18.74653,54.41242
7212.0,6800.0,18.8871,54.52505
7213.0,209.0,18.91728,54.71143
7214.0,446.0,18.8068,54.43933
7215.0,566.0,18.79545,54.5819
7216.0,536.0,18.75168,54.36353
7217.0,108.0,18.7513,54.36342
7218.0,395.0,18.86248,54.43
7219.0,1469.0,18.90838,54.4797
7220.0,240.0,18.90733,54.49255
7221.0,12400.0,18.93805,54.68658
7222.0,391.0,18.89942,54.53957
7223.0,74.0,18.90573,54.50885
7224.0,104.0,18.9135,54.4838
7225.0,745.0,18.9108,54.47493
7226.0,43.0,18.80677,54.38725
7227.0,482.0,18.75495,54.41445
7228.0,80.0,18.93593,54.63105
7229.0,63.0,19.01827,54.39877
30416.0,99.5,18.24835,54.0016
30417.0,36.7,18.24862,54.00242
30418.0,31.5,18.24857,54.00337
30419.0,73.1,18.24942,54.00727
30420.0,33.7,18.2447,53.9978
30421.0,44.7,18.24667,54.00188
30422.0,24.3,18.2468,54.00242
30423.0,22.3,18.2496,53.99437
30424.0,70.7,18.24722,54.00628
30425.0,69.2,18.2469,53.9962
30426.0,36.2,18.25377,54.00077
30427.0,18.9,18.2565,53.99208
7230.0,309.0,19.2409,54.93694
7231.0,1280.0,19.05083,54.70167
7232.0,158.0,19.25557,54.83583
7233.0,57.1,19.15056,54.73556
7234.0,145.0,19.17597,54.76417
7235.0,747.0,19.16778,54.76806
7236.0,550.0,19.1025,54.80111
7237.0,160.0,19.11023,54.88528
7238.0,3796.0,19.18556,54.88417
7239.0,2683.0,19.16861,54.61667
7240.0,2512.0,19.20111,54.65194
7241.0,101.0,19.13828,54.89889
7242.0,120.0,19.16585,54.75222
7243.0,380.0,19.15083,54.68333
7244.0,817.0,19.10167,54.81806
7245.0,383.0,19.11045,54.87389
7246.0,1558.0,19.10083,54.78361
7247.0,855.0,19.11102,54.92111
7248.0,3549.0,19.15194,54.76667
7249.0,652.0,19.10618,55.04583
7250.0,34.4,19.41667,54.58333
7251.0,34.05,18.71667,54.45
7252.0,310.0,18.58667,54.39667
7253.0,281.0,18.71167,54.65333
7254.0,32.0,19.14667,54.58
7255.0,31.0,19.15,54.58333
7256.0,3184.0,19.15833,54.575
7257.0,354.0,18.155,54.11167
7258.0,710.0,18.96667,54.64167
7259.0,476.0,18.72333,54.865
7260.0,87.0,19.02833,54.54833
7261.0,116.0,18.38667,54.20333
7262.0,104.0,18.35,54.195
7263.0,240.0,18.38833,54.29167
7264.0,320.0,18.58167,54.405
7265.0,331.0,18.735,54.36833
7266.0,375.0,18.29833,54.19333
7267.0,340.0,18.30833,54.17333
7268.0,288.0,18.32833,54.19333
7269.0,270.0,18.91167,54.475
7270.0,238.0,18.14,54.07
7271.0,186.0,18.91333,54.36167
7272.0,52.0,18.95667,54.385
7273.0,263.5,18.81,54.26167
7274.0,434.0,18.335,54.2
7275.0,160.0,18.8,54.24833
7276.0,315.0,19.00667,54.39333
7277.0,145.0,18.875,54.46667
7278.0,260.0,18.925,54.45833
7279.0,247.0,18.70667,54.38
7280.0,98.0,18.89667,54.53833
7281.0,48.0,18.85833,54.71333
7282.0,386.0,19.17333,54.87
7283.0,186.0,18.24,54.16833
7284.0,74.0,19.39667,54.72833
7285.0,204.0,19.09833,54.5
7286.0,50.0,18.23833,54.13667
7287.0,346.0,19.33833,54.67667
7288.0,172.0,18.27667,54.135
7289.0,374.0,18.36667,54.15167
7290.0,368.0,18.37333,54.13
7291.0,240.0,18.37,54.23333
7292.0,258.0,18.43333,54.10833
7293.0,86.0,18.42,54.24667
7294.0,308.0,18.17833,54.18167
7295.0,173.0,19.19667,54.70333
7296.0,204.0,19.33333,54.795
7297.0,5.0,18.31667,54.14833
7298.0,14.0,18.89833,54.705
7299.0,230.0,19.33833,54.605
7300.0,102.0,18.18833,54.16667
7301.0,104.0,18.56,54.105
7302.0,1233.3,18.33433,54.18067
7303.0,43.3,18.80833,54.47217
7304.0,265.0,19.27461,54.45939
7305.0,2392.0,19.31528,54.51786
7306.0,513.0,19.35225,54.63828
7307.0,777.0,19.30594,54.54494
7308.0,514.0,19.37919,54.16786
7309.0,3677.0,19.34917,54.56833
7310.0,250.0,18.70953,54.36465
7311.0,280.0,18.84135,54.5634
7312.0,181.0,18.71728,54.35902
7313.0,362.0,18.7166,54.36753
7314.0,604.0,18.72268,54.3756
7315.0,751.0,18.72237,54.3784
7316.0,223.0,18.71653,54.36915
7317.0,247.0,18.71897,54.36953
7318.0,859.0,18.72663,54.37452
7319.0,680.0,18.73028,54.37948
7320.0,113.0,18.71848,54.22
7321.0,593.0,18.72607,54.38083
7322.0,692.0,18.7271,54.37072
7323.0,1100.0,18.72745,54.38548
7324.0,242.0,18.71975,54.37838
7325.0,283.0,18.71863,54.37952
7326.0,466.0,18.81857,54.37443
7327.0,215.0,18.71272,54.37388
7328.0,328.0,18.7128,54.37842
7329.0,65.0,18.7132,54.37458
7330.0,56.0,18.7095,54.54132
7331.0,73.0,18.70115,54.36907
7332.0,371.0,18.71905,54.36962
7333.0,289.0,18.70292,54.36708
7334.0,55.0,18.70173,54.36642
7335.0,687.0,18.7281,54.38103
7336.0,127.0,18.671,54.42017
7337.0,183.0,18.67985,54.41197
7338.0,494.0,18.6811,54.39833
7339.0,108.0,18.76628,54.66063
7340.0,206.0,18.71983,54.19695
7341.0,812.0,18.71505,54.19682
7342.0,473.0,18.72347,54.19185
7343.0,1378.0,18.72495,54.1872
